id,type,label,category,year,journal
"MAT_transesterification_networks","Material","transesterification networks","material","",""
"MAT_transcarbamoylation_networks","Material","transcarbamoylation networks","material","",""
"MAT_Diels_Alder_networks","Material","Diels-Alder networks","material","",""
"MAT_disulfide_networks","Material","disulfide networks","material","",""
"MAT_imine_networks","Material","imine networks","material","",""
"MAT_boronic_ester_networks","Material","boronic ester networks","material","",""
"METH_Comprehensive_review_of__30_types_of_dyn","Method","Comprehensive review of >30 types of dynamic coval","method","",""
"METH_bond_exchange_kinetics","Method","bond exchange kinetics","method","",""
"METH_topology_manipulation","Method","topology manipulation","method","",""
"P152","Paper","Pendent No More: Direct Backbone Integration of Stenhouse Salt Enables Multi-Responsive Commodity Po","other","2025","Angewandte Chemie International Edition 2025, e202514632"
"MAT_Stenhouse_salts","Material","Stenhouse salts","material","",""
"MAT_photoacid_generators","Material","photoacid generators","material","",""
"METH_Step_growth_polycondensation","Method","Step-growth polycondensation","method","",""
"METH_photolithographic_patterning","Method","photolithographic patterning","method","",""
"INST_University_of_California_Santa_Barbara","Institution","University of California Santa Barbara","institution","",""
"P153","Paper","Controlled Synthesis of Lipoate Homopolymers via Reversible Addition−Fragmentation Chain Transfer Po","block_copolymer","2025","Journal of the American Chemical Society 2025, 147, 38796-38806"
"MAT_Polylipoates","Material","Polylipoates","material","",""
"MAT_trithiocarbonate_RAFT_agents","Material","trithiocarbonate RAFT agents","material","",""
"METH_GPC_molecular_weight_analysis","Method","GPC molecular weight analysis","method","",""
"METH_kinetics_studies","Method","kinetics studies","method","",""
"METH_depolymerization_stability_testing","Method","depolymerization stability testing","method","",""
"METH_light_triggered_depolymerization","Method","light-triggered depolymerization","method","",""
"INST_University_of_New_South_Wales","Institution","University of New South Wales","institution","",""
"P154","Paper","Recent Advances in the Design of Ionenes: Toward Convergence with High-Performance Polymers","ionic_material","2019","Macromolecular Chemistry and Physics 2019, 220, 1900078"
"METH_Comprehensive_review_of_ionene_synthesis","Method","Comprehensive review of ionene synthesis","method","",""
"METH_comparison_with_polyelectrolytes_and_pol","Method","comparison with polyelectrolytes and poly","method","",""
"P155","Paper","Highly Tough, Notch-Insensitive, and Fast Self-Healing Thermoplastic Polyurethane Elastomers by Tail","tpu_elastomer","2026","Angewandte Chemie International Edition 2026, e8983737"
"METH_Soft_segment_modification_strategy","Method","Soft-segment modification strategy","method","",""
"METH_notch_sensitivity_testing","Method","notch sensitivity testing","method","",""
"METH_self_healing_testing__45_C","Method","self-healing testing (45°C","method","",""
"METH_3h_","Method","3h)","method","",""
"CONC_Segmental_Dynamics","Concept","Segmental Dynamics","concept","",""
"P156","Paper","Dynamic Bond Chemistry in Soft Materials: Bridging Adaptability and Mechanical Robustness","hydrogel","2025","Chemical Reviews 2025 (special issue "Tough Gels")"
"MAT_Dynamic_bonds__hydrogen_bonds","Material","Dynamic bonds (hydrogen bonds","material","",""
"MAT_metal_ligand_coordination","Material","metal-ligand coordination","material","",""
"MAT_ionic_interactions","Material","ionic interactions","material","",""
"MAT_host_guest","Material","host-guest","material","",""
"MAT_dynamic_covalent__Diels_Alder","Material","dynamic covalent: Diels-Alder","material","",""
"MAT_disulfide","Material","disulfide","material","",""
"MAT_imine","Material","imine","material","",""
"MAT_boronic_ester","Material","boronic ester","material","",""
"MAT_transesterification_","Material","transesterification)","material","",""
"METH_stress_relaxation","Method","stress relaxation","method","",""
"METH_frequency_dependent_response","Method","frequency-dependent response","method","",""
"INST_Pohang_University_of_Science_and_Technol","Institution","Pohang University of Science and Technology (POSTECH) (inferred)","institution","",""
"P157","Paper","FDCA Bio-based Copolyester PBFA: Synthesis, Properties, and Fluorescence Regulation","polymer_crystallization","2025","Polymer Chemistry 2025, DOI: 10.1039/D5PY00181A"
"MAT_5_Furandicarboxylic_acid__FDCA","Material","5-Furandicarboxylic acid (FDCA","material","",""
"MAT_bio_based_","Material","bio-based)","material","",""
"MAT_butanediol","Material","butanediol","material","",""
"MAT_aliphatic_linear_dibasic_acid","Material","aliphatic linear dibasic acid","material","",""
"METH_One_pot_two_step_polycondensation","Method","One-pot two-step polycondensation","method","",""
"METH_photoluminescence_spectroscopy","Method","photoluminescence spectroscopy","method","",""
"CONC_Bio_based_Materials","Concept","Bio-based Materials","concept","",""
"P159","Paper","Unifying the Dynamics of Viscoelastic Liquids across the Complex Coacervation Phase Diagram: Time−Po","polymer_crystallization","2026","Macromolecules 2026"
"MAT_PSS_____PDADMA__","Material","PSS ) + PDADMA )","material","",""
"MAT_KBr_salt","Material","KBr salt","material","",""
"METH_time_polyelectrolyte_salt_superposition","Method","time-polyelectrolyte-salt superposition","method","",""
"P160","Paper","Mechano-responsive hydrogen-bonding array of thermoplastic polyurethane elastomer captures both stre","tpu_elastomer","2021","Nature Communications 2021, 12, 621"
"METH_Solvent_casting","Method","Solvent casting","method","",""
"METH_self_healing_testing","Method","self-healing testing","method","",""
"METH_H_bond_characterization","Method","H-bond characterization","method","",""
"INST_Pukyong_National_University","Institution","Pukyong National University","institution","",""
"P161","Paper","Tunable polymer multi-shape memory effect","ionic_material","2010","Nature 2010, 464, 267-270"
"MAT_Nafion_","Material","Nafion)","material","",""
"METH_shape_memory_cycle_testing__programming_","Method","shape memory cycle testing (programming at T_high","method","",""
"METH_cooling_to_T_mid_T_low","Method","cooling to T_mid/T_low","method","",""
"METH_recovery_heating_","Method","recovery heating)","method","",""
"METH_comparison_of_dual_","Method","comparison of dual-","method","",""
"METH_triple_","Method","triple-","method","",""
"METH_and_quadruple_shape_memory_protocols","Method","and quadruple-shape memory protocols","method","",""
"INST_General_Motors_R_D_Center__inferred_","Institution","General Motors R&D Center (inferred)","institution","",""
"P162","Paper","A bioinspired and hierarchically structured shape-memory material","block_copolymer","2020","Nature Materials 2020, 19, 1272-1278"
"METH_Alkaline_extraction_of_keratin_from_huma","Method","Alkaline extraction of keratin from human hair","method","",""
"METH_film_casting","Method","film casting","method","",""
"INST_University_of_Trento","Institution","University of Trento","institution","",""
"P163","Paper","High enthalpy storage thermoset network with giant stress and energy output in rubbery state","tpu_elastomer","2018","Nature Communications 2018, 9, 642 (inferred)"
"METH_shape_memory_cycle_testing","Method","shape memory cycle testing","method","",""
"METH_stress_recovery_testing","Method","stress recovery testing","method","",""
"METH_energy_output_quantification","Method","energy output quantification","method","",""
"P164","Paper","Thermally-induced two-way shape memory polymers: Mechanisms, structures, and applications","self_healing","2019","Chemical Engineering Journal 2019 (volume/pages not extracted)"
"MAT_interpenetrating_polymer_networks","Material","interpenetrating polymer networks","material","",""
"METH_Comprehensive_review_of_2W_SMP_mechanism","Method","Comprehensive review of 2W-SMP mechanisms","method","",""
"METH_structures","Method","structures","method","",""
"P165","Paper","The latest advances in two-way shape memory polymers: Fabrication strategies, programming mechanisms","vitrimers","2025","Chemical Engineering Journal 521 (2025) 166372"
"MAT_two_crystal_phase","Material","two-crystal phase","material","",""
"MAT_semi_crystalline_networks","Material","semi-crystalline networks","material","",""
"MAT_Dynamic_Covalent_Networks","Material","Dynamic Covalent Networks","material","",""
"MAT_bilayer_composites","Material","bilayer composites","material","",""
"MAT_4D_printed_heterostructures","Material","4D-printed heterostructures","material","",""
"METH_Comprehensive_review_of_2W_SMP_fabricati","Method","Comprehensive review of 2W-SMP fabrication strateg","method","",""
"METH_programming_mechanisms","Method","programming mechanisms","method","",""
"INST_Xi_an_Polytechnic_University","Institution","Xi'an Polytechnic University","institution","",""
"P166","Paper","Conjugation-Disruption Strategy Enables Colorless, Chemically Recyclable, and High-Refractive-Index ","self_healing","2025","Macromolecules 2025 (ACS)"
"MAT_PTU_4__thiourethane_polymer_from_4","Material","PTU-4 (thiourethane polymer from 4","material","",""
"MAT_4__thiobisbenzenethiol____hexamethylene_","Material","4'-thiobisbenzenethiol  + hexamethylene diisocyanate + pheno","material","",""
"MAT_dynamic_thiourethane_crosslinks","Material","dynamic thiourethane crosslinks","material","",""
"METH_Copolymerization","Method","Copolymerization","method","",""
"METH_refractive_index_measurement","Method","refractive index measurement","method","",""
"METH_ammonolysis_for_chemical_recycling","Method","ammonolysis for chemical recycling","method","",""
"P167","Paper","Materials selection rules for high performance triboelectric nanogenerators","tpu_elastomer","2023","Materials Today 2023 (volume/pages not extracted)"
"MAT_Fifteen_triboelectric_material_pairs__Cu","Material","Fifteen triboelectric material pairs: Cu","material","",""
"MAT_PET","Material","PET","material","",""
"MAT_PTFE","Material","PTFE","material","",""
"MAT_FEP","Material","FEP","material","",""
"METH_Comprehensive_selection_series_testing","Method","Comprehensive selection series testing","method","",""
"METH_contact_separation__and_single_electrode","Method","contact-separation  and single-electrode  TENG mod","method","",""
"METH_surface_charge_density_measurement_at_20","Method","surface charge density measurement at 20% and 95% ","method","",""
"METH_moisture_resistance_rate__quantification","Method","moisture resistance rate  quantification","method","",""
"METH_normalization_method_for_material_rankin","Method","normalization method for material ranking","method","",""
"P168","Paper","Fatigue-Resistant Mechanoresponsive Color-Changing Hydrogels for Vision-Based Tactile Robots","hydrogel","2025","Advanced Materials 2025 (or 2024 - inferred)"
"MAT_LiCl_or_CaCl__","Material","LiCl or CaCl₂)","material","",""
"METH_Hydrogel_synthesis","Method","Hydrogel synthesis","method","",""
"METH_fatigue_threshold_","Method","fatigue threshold)","method","",""
"METH_cyclic_loading__10","Method","cyclic loading (10","method","",""
"METH_000_cycles_","Method","000 cycles)","method","",""
"METH_polariscope_based_color_visualization","Method","polariscope-based color visualization","method","",""
"METH_strain_rate_dependence_testing","Method","strain rate dependence testing","method","",""
"METH_tactile_sensor_demonstration","Method","tactile sensor demonstration","method","",""
"INST_Michigan_State_University","Institution","Michigan State University","institution","",""
"P169","Paper","Recent advances on porous materials and structures for high-performance triboelectric nanogenerators","hydrogel","2023","Nano Energy 111 (2023) 108365"
"MAT_aerogels","Material","aerogels","material","",""
"MAT_foams","Material","foams","material","",""
"MAT_fibrous_media","Material","fibrous media","material","",""
"MAT_textile_yarn_structural_designs","Material","textile/yarn structural designs","material","",""
"METH_Comprehensive_review_of_porous_materials","Method","Comprehensive review of porous materials and struc","method","",""
"INST_University_of_Toronto","Institution","University of Toronto","institution","",""
"P170","Paper","Roll to roll triboelectric fiber manufacturing for smart-textile self-powered sensor and harvester","triboelectric","2023","Nano Energy 111 (2023) 108378"
"MAT_carbon_fiber","Material","carbon fiber","material","",""
"MAT_stainless_steel_fiber","Material","stainless steel fiber","material","",""
"METH_Roll_to_roll_continuous_coating_process","Method","Roll-to-roll continuous coating process","method","",""
"METH_fiber_TENG_weaving_into_fabric","Method","fiber TENG weaving into fabric","method","",""
"METH_wearable_integration","Method","wearable integration","method","",""
"INST_V_Trion_GmbH_Textile_Research","Institution","V-Trion GmbH Textile Research","institution","",""
