paper_id,figure_or_table,content,key_observation,supported_conclusion,importance_level
P244,Fig. 1,,,,
P244,Fig. 3,,,,
P244,Fig. 5,,,,
P245,Fig. 3a,,,,
P245,Fig. 6s,,,,
P245,Fig. 2,,,,
P245,Fig. 2s,,,,
P245,Fig. 4,,,,
P245,Fig. 3s,,,,
P245,Fig. 1,,,,
P245,Fig. 5s,,,,
P245,Fig. 3b,,,,
P245,Fig. 6,,,,
P245,Fig. 5a,,,,
P245,Fig. 3,,,,
P245,Fig. 4s,,,,
P245,Fig. 1s,,,,
P245,Fig. 5,,,,
P246,Fig. 4d,,,,
P246,Fig. 2d,,,,
P246,Fig. 2b,,,,
P246,Fig. 4a,,,,
P246,Fig. 4,,,,
P246,Fig. 3g,,,,
P246,Fig. 5d,,,,
P246,Fig. 1a,,,,
P246,Fig. 2i,,,,
P246,Fig. 2f,,,,
P246,Fig. 5c,,,,
P246,Fig. 5j,,,,
P246,Fig. 2,,,,
P246,Fig. 1b,,,,
P246,Fig. 1,,,,
P246,Fig. 5a,,,,
P246,Fig. 2g,,,,
P246,Fig. 5h,,,,
P246,Fig. 3c,,,,
P246,Fig. 3a,,,,
P246,Fig. 4b,,,,
P246,Fig. 2c,,,,
P246,Fig. 1c,,,,
P246,Fig. 5i,,,,
P246,Fig. 4h,,,,
P246,Fig. 3f,,,,
P246,Fig. 1d,,,,
P246,Fig. 2h,,,,
P246,Fig. 3d,,,,
P246,Fig. 5b,,,,
P246,Fig. 3,,,,
P246,Fig. 2a,,,,
P246,Fig. 5,,,,
P247,Fig. 2,,,,
P247,Fig. 4,,,,
P247,Fig. 8,,,,
P247,Fig. 1,,,,
P247,Fig. 7,,,,
P247,Fig. 6,,,,
P247,Fig. 3,,,,
P247,Fig. 9,,,,
P247,Fig. 5,,,,
P248,Fig. 2d,,,,
P248,Fig. 6d,,,,
P248,Fig. 4,,,,
P248,Fig. 4a,,,,
P248,Fig. 7b,,,,
P248,Fig. 30,,,,
P248,Fig. 7,,,,
P248,Fig. 3e,,,,
P248,Fig. 3b,,,,
P248,Fig. 17,,,,
P248,Fig. 9,,,,
P248,Fig. 9e,,,,
P248,Fig. 9a,,,,
P248,Fig. 2,,,,
P248,Fig. 8,,,,
P248,Fig. 1,,,,
P248,Fig. 10,,,,
P248,Fig. 5s,,,,
P248,Fig. 3c,,,,
P248,Fig. 3a,,,,
P248,Fig. 9b,,,,
P248,Fig. 4b,,,,
P248,Fig. 32,,,,
P248,Fig. 7a,,,,
P248,Fig. 26,,,,
P248,Fig. 8a,,,,
P248,Fig. 31a,,,,
P248,Fig. 6a,,,,
P248,Fig. 8b,,,,
P248,Fig. 9c,,,,
P248,Fig. 6e,,,,
P248,Fig. 2a,,,,
P248,Fig. 3d,,,,
P248,Fig. 6,,,,
P248,Fig. 5b,,,,
P248,Fig. 3,,,,
P248,Fig. 6c,,,,
P248,Fig. 5,,,,
P249,Fig. 3c,,,,
P249,Fig. 3a,,,,
P249,Fig. 2,,,,
P249,Fig. 1,,,,
P249,Fig. 3e,,,,
P249,Fig. 3d,,,,
P249,Fig. 3b,,,,
P249,Fig. 3,,,,
P249,Fig. 9,,,,
P250,Fig. 2,,,,
P250,Fig. 4,,,,
P250,Fig. 1,,,,
P250,Fig. 3,,,,
P251,Fig. 10e,,,,
P251,Fig. 6d,,,,
P251,Fig. 4a,,,,
P251,Fig. 7,,,,
P251,Fig. 12b,,,,
P251,Fig. 6k,,,,
P251,Fig. 10d,,,,
P251,Fig. 12g,,,,
P251,Fig. 10i,,,,
P251,Fig. 10k,,,,
P251,Fig. 5e,,,,
P251,Fig. 7d,,,,
P251,Fig. 12i,,,,
P251,Fig. 7g,,,,
P251,Fig. 8f,,,,
P251,Fig. 8i,,,,
P251,Fig. 8a,,,,
P251,Fig. 6a,,,,
P251,Fig. 7e,,,,
P251,Fig. 5k,,,,
P251,Fig. 6j,,,,
P251,Fig. 11e,,,,
P251,Fig. 6,,,,
P251,Fig. 7i,,,,
P251,Fig. 4c,,,,
P251,Fig. 5,,,,
P251,Fig. 2b,,,,
P251,Fig. 9j,,,,
P251,Fig. 11d,,,,
P251,Fig. 9m,,,,
P251,Fig. 11i,,,,
P251,Fig. 9g,,,,
P251,Fig. 13b,,,,
P251,Fig. 9n,,,,
P251,Fig. 6g,,,,
P251,Fig. 5a,,,,
P251,Fig. 5n,,,,
P251,Fig. 10,,,,
P251,Fig. 11h,,,,
P251,Fig. 9f,,,,
P251,Fig. 7c,,,,
P251,Fig. 7f,,,,
P251,Fig. 8b,,,,
P251,Fig. 6e,,,,
P251,Fig. 12a,,,,
P251,Fig. 10a,,,,
P251,Fig. 11b,,,,
P251,Fig. 3,,,,
P251,Fig. 6c,,,,
P251,Fig. 4d,,,,
P251,Fig. 4,,,,
P251,Fig. 8d,,,,
P251,Fig. 13a,,,,
P251,Fig. 6l,,,,
P251,Fig. 5g,,,,
P251,Fig. 8g,,,,
P251,Fig. 7l,,,,
P251,Fig. 11c,,,,
P251,Fig. 13c,,,,
P251,Fig. 5m,,,,
P251,Fig. 6h,,,,
P251,Fig. 11f,,,,
P251,Fig. 6f,,,,
P251,Fig. 7a,,,,
P251,Fig. 13d,,,,
P251,Fig. 10c,,,,
P251,Fig. 14a,,,,
P251,Fig. 11g,,,,
P251,Fig. 9h,,,,
P251,Fig. 11a,,,,
P251,Fig. 9d,,,,
P251,Fig. 10f,,,,
P251,Fig. 12h,,,,
P251,Fig. 9a,,,,
P251,Fig. 2a,,,,
P251,Fig. 5p,,,,
P251,Fig. 6b,,,,
P251,Fig. 7b,,,,
P251,Fig. 12c,,,,
P251,Fig. 6i,,,,
P251,Fig. 9,,,,
P251,Fig. 9e,,,,
P251,Fig. 5j,,,,
P251,Fig. 4f,,,,
P251,Fig. 2,,,,
P251,Fig. 8,,,,
P251,Fig. 4g,,,,
P251,Fig. 11j,,,,
P251,Fig. 1,,,,
P251,Fig. 12d,,,,
P251,Fig. 9k,,,,
P251,Fig. 10h,,,,
P251,Fig. 5f,,,,
P251,Fig. 9b,,,,
P251,Fig. 12f,,,,
P251,Fig. 8e,,,,
P251,Fig. 11k,,,,
P251,Fig. 11l,,,,
P252,Fig. 2,,,,
P252,Fig. 4,,,,
P252,Fig. 1,,,,
P252,Fig. 6,,,,
P252,Fig. 3,,,,
P252,Fig. 5,,,,
P253,Fig. 4d,,,,
P253,Fig. 2d,,,,
P253,Fig. 2b,,,,
P253,Fig. 6d,,,,
P253,Fig. 4,,,,
P253,Fig. 4a,,,,
P253,Fig. 7b,,,,
P253,Fig. 7,,,,
P253,Fig. 3e,,,,
P253,Fig. 1a,,,,
P253,Fig. 3b,,,,
P253,Fig. 9,,,,
P253,Fig. 6c,,,,
P253,Fig. 5c,,,,
P253,Fig. 9e,,,,
P253,Fig. 9a,,,,
P253,Fig. 9g,,,,
P253,Fig. 2,,,,
P253,Fig. 8,,,,
P253,Fig. 1,,,,
P253,Fig. 7d,,,,
P253,Fig. 3c,,,,
P253,Fig. 3a,,,,
P253,Fig. 9b,,,,
P253,Fig. 4b,,,,
P253,Fig. 2c,,,,
P253,Fig. 1c,,,,
P253,Fig. 9f,,,,
P253,Fig. 7a,,,,
P253,Fig. 7c,,,,
P253,Fig. 8a,,,,
P253,Fig. 3f,,,,
P253,Fig. 6a,,,,
P253,Fig. 7e,,,,
P253,Fig. 9c,,,,
P253,Fig. 1d,,,,
P253,Fig. 6e,,,,
P253,Fig. 9d,,,,
P253,Fig. 8e,,,,
P253,Fig. 3d,,,,
P253,Fig. 6,,,,
P253,Fig. 5b,,,,
P253,Fig. 3,,,,
P253,Fig. 4c,,,,
P253,Fig. 2a,,,,
P253,Fig. 5,,,,
P254,Fig. 2,,,,
P254,Fig. 1,,,,
P254,Fig. 3,,,,
P255,Fig. 4d,,,,
P255,Fig. 6b,,,,
P255,Fig. 2b,,,,
P255,Fig. 4,,,,
P255,Fig. 4a,,,,
P255,Fig. 1a,,,,
P255,Fig. 3b,,,,
P255,Fig. 2,,,,
P255,Fig. 1b,,,,
P255,Fig. 1,,,,
P255,Fig. 3c,,,,
P255,Fig. 3a,,,,
P255,Fig. 4b,,,,
P255,Fig. 3f,,,,
P255,Fig. 6a,,,,
P255,Fig. 3d,,,,
P255,Fig. 6,,,,
P255,Fig. 3,,,,
P255,Fig. 4c,,,,
P255,Fig. 2a,,,,
P255,Fig. 5,,,,
P256,Fig. 15,,,,
P256,Fig. 13,,,,
P256,Fig. 2,,,,
P256,Fig. 4,,,,
P256,Fig. 8,,,,
P256,Fig. 14,,,,
P256,Fig. 1,,,,
P256,Fig. 7,,,,
P256,Fig. 6,,,,
P256,Fig. 3,,,,
P256,Fig. 9,,,,
P256,Fig. 12,,,,
P256,Fig. 10,,,,
P256,Fig. 11,,,,
P256,Fig. 5,,,,
P257,Fig. 2,,,,
P257,Fig. 4,,,,
P257,Fig. 8,,,,
P257,Fig. 1,,,,
P257,Fig. 7,,,,
P257,Fig. 6,,,,
P257,Fig. 3,,,,
P257,Fig. 9,,,,
P257,Fig. 10,,,,
P257,Fig. 11,,,,
P257,Fig. 5,,,,
P258,Fig. 2,,,,
P258,Fig. 2s,,,,
P258,Fig. 4,,,,
P258,Fig. 8,,,,
P258,Fig. 1,,,,
P258,Fig. 7,,,,
P258,Fig. 9t,,,,
P258,Fig. 1a,,,,
P258,Fig. 6,,,,
P258,Fig. 3,,,,
P258,Fig. 9,,,,
P258,Fig. 10,,,,
P258,Fig. 11,,,,
P258,Fig. 5,,,,
P259,Fig. 2d,,,,
P259,Fig. 2b,,,,
P259,Fig. 4,,,,
P259,Fig. 4a,,,,
P259,Fig. 7,,,,
P259,Fig. 1a,,,,
P259,Fig. 3b,,,,
P259,Fig. 2,,,,
P259,Fig. 1b,,,,
P259,Fig. 1,,,,
P259,Fig. 11,,,,
P259,Fig. 3c,,,,
P259,Fig. 3a,,,,
P259,Fig. 4b,,,,
P259,Fig. 1c,,,,
P259,Fig. 12,,,,
P259,Fig. 1d,,,,
P259,Fig. 3d,,,,
P259,Fig. 3,,,,
P259,Fig. 4c,,,,
P259,Fig. 2a,,,,
P260,Fig. 15,,,,
P260,Fig. 4d,,,,
P260,Fig. 13g,,,,
P260,Fig. 2b,,,,
P260,Fig. 4,,,,
P260,Fig. 4a,,,,
P260,Fig. 15d,,,,
P260,Fig. 7,,,,
P260,Fig. 10b,,,,
P260,Fig. 1g,,,,
P260,Fig. 17,,,,
P260,Fig. 9,,,,
P260,Fig. 10p,,,,
P260,Fig. 12b,,,,
P260,Fig. 14e,,,,
P260,Fig. 18,,,,
P260,Fig. 10d,,,,
P260,Fig. 9a,,,,
P260,Fig. 13,,,,
P260,Fig. 2,,,,
P260,Fig. 8,,,,
P260,Fig. 14,,,,
P260,Fig. 1,,,,
P260,Fig. 15c,,,,
P260,Fig. 15a,,,,
P260,Fig. 10,,,,
P260,Fig. 11,,,,
P260,Fig. 9b,,,,
P260,Fig. 19,,,,
P260,Fig. 2c,,,,
P260,Fig. 0,,,,
P260,Fig. 14f,,,,
P260,Fig. 7a,,,,
P260,Fig. 14d,,,,
P260,Fig. 8a,,,,
P260,Fig. 10c,,,,
P260,Fig. 12,,,,
P260,Fig. 14a,,,,
P260,Fig. 9c,,,,
P260,Fig. 16,,,,
P260,Fig. 11a,,,,
P260,Fig. 12a,,,,
P260,Fig. 10a,,,,
P260,Fig. 10g,,,,
P260,Fig. 6,,,,
P260,Fig. 8c,,,,
P260,Fig. 3,,,,
P260,Fig. 15b,,,,
P260,Fig. 2a,,,,
P260,Fig. 5,,,,
P261,Fig. 2,,,,
P261,Fig. 4,,,,
P261,Fig. 3i,,,,
P261,Fig. 1,,,,
P261,Fig. 6,,,,
P261,Fig. 3,,,,
P261,Fig. 5,,,,
P262,Fig. 4d,,,,
P262,Fig. 2b,,,,
P262,Fig. 4,,,,
P262,Fig. 4a,,,,
P262,Fig. 3g,,,,
P262,Fig. 5d,,,,
P262,Fig. 4i,,,,
P262,Fig. 3e,,,,
P262,Fig. 1a,,,,
P262,Fig. 3b,,,,
P262,Fig. 2i,,,,
P262,Fig. 6i,,,,
P262,Fig. 3h,,,,
P262,Fig. 6c,,,,
P262,Fig. 2f,,,,
P262,Fig. 5c,,,,
P262,Fig. 2,,,,
P262,Fig. 1b,,,,
P262,Fig. 1,,,,
P262,Fig. 5e,,,,
P262,Fig. 6g,,,,
P262,Fig. 5a,,,,
P262,Fig. 2g,,,,
P262,Fig. 4m,,,,
P262,Fig. 2e,,,,
P262,Fig. 3a,,,,
P262,Fig. 4b,,,,
P262,Fig. 4e,,,,
P262,Fig. 3n,,,,
P262,Fig. 2c,,,,
P262,Fig. 6f,,,,
P262,Fig. 4j,,,,
P262,Fig. 4h,,,,
P262,Fig. 2j,,,,
P262,Fig. 2h,,,,
P262,Fig. 6e,,,,
P262,Fig. 4l,,,,
P262,Fig. 3d,,,,
P262,Fig. 6,,,,
P262,Fig. 5b,,,,
P262,Fig. 3,,,,
P262,Fig. 2a,,,,
P262,Fig. 5,,,,
P263,Fig. 3a,,,,
P263,Fig. 5c,,,,
P263,Fig. 2p,,,,
P263,Fig. 2,,,,
P263,Fig. 4,,,,
P263,Fig. 1b,,,,
P263,Fig. 1c,,,,
P263,Fig. 1,,,,
P263,Fig. 2i,,,,
P263,Fig. 5a,,,,
P263,Fig. 5b,,,,
P263,Fig. 3,,,,
P263,Fig. 5,,,,
P264,Fig. 2,,,,
P264,Fig. 4,,,,
P264,Fig. 1,,,,
P264,Fig. 3t,,,,
P264,Fig. 3d,,,,
P264,Fig. 6,,,,
P264,Fig. 3,,,,
P264,Fig. 5,,,,
P265,Fig. 2h,,,,
P265,Fig. 4f,,,,
P265,Fig. 1b,,,,
P265,Fig. 1c,,,,
P265,Fig. 3e,,,,
P265,Fig. 1g,,,,
P266,Fig. 10e,,,,
P266,Fig. 2d,,,,
P266,Fig. 2b,,,,
P266,Fig. 4,,,,
P266,Fig. 4a,,,,
P266,Fig. 7b,,,,
P266,Fig. 7,,,,
P266,Fig. 10b,,,,
P266,Fig. 1a,,,,
P266,Fig. 9,,,,
P266,Fig. 5c,,,,
P266,Fig. 9e,,,,
P266,Fig. 9a,,,,
P266,Fig. 10d,,,,
P266,Fig. 2,,,,
P266,Fig. 8,,,,
P266,Fig. 1b,,,,
P266,Fig. 1,,,,
P266,Fig. 11c,,,,
P266,Fig. 5a,,,,
P266,Fig. 10,,,,
P266,Fig. 11,,,,
P266,Fig. 9b,,,,
P266,Fig. 2c,,,,
P266,Fig. 7a,,,,
P266,Fig. 10c,,,,
P266,Fig. 9c,,,,
P266,Fig. 11a,,,,
P266,Fig. 9d,,,,
P266,Fig. 10f,,,,
P266,Fig. 10a,,,,
P266,Fig. 6,,,,
P266,Fig. 11b,,,,
P266,Fig. 3,,,,
P266,Fig. 2a,,,,
P266,Fig. 5,,,,
P267,Fig. 4d,,,,
P267,Fig. 6b,,,,
P267,Fig. 2d,,,,
P267,Fig. 2b,,,,
P267,Fig. 6d,,,,
P267,Fig. 4,,,,
P267,Fig. 4a,,,,
P267,Fig. 5d,,,,
P267,Fig. 5g,,,,
P267,Fig. 1f,,,,
P267,Fig. 1a,,,,
P267,Fig. 3b,,,,
P267,Fig. 1g,,,,
P267,Fig. 6c,,,,
P267,Fig. 2f,,,,
P267,Fig. 5c,,,,
P267,Fig. 4f,,,,
P267,Fig. 2,,,,
P267,Fig. 1b,,,,
P267,Fig. 4g,,,,
P267,Fig. 1,,,,
P267,Fig. 5e,,,,
P267,Fig. 5a,,,,
P267,Fig. 5h,,,,
P267,Fig. 3c,,,,
P267,Fig. 2e,,,,
P267,Fig. 3a,,,,
P267,Fig. 4e,,,,
P267,Fig. 2c,,,,
P267,Fig. 1c,,,,
P267,Fig. 5i,,,,
P267,Fig. 6f,,,,
P267,Fig. 6a,,,,
P267,Fig. 6e,,,,
P267,Fig. 1e,,,,
P267,Fig. 3d,,,,
P267,Fig. 6,,,,
P267,Fig. 3,,,,
P267,Fig. 4c,,,,
P267,Fig. 2a,,,,
P267,Fig. 5,,,,
P268,Fig. 15,,,,
P268,Fig. 4d,,,,
P268,Fig. 25,,,,
P268,Fig. 2d,,,,
P268,Fig. 2b,,,,
P268,Fig. 4,,,,
P268,Fig. 4a,,,,
P268,Fig. 7,,,,
P268,Fig. 5d,,,,
P268,Fig. 3e,,,,
P268,Fig. 1a,,,,
P268,Fig. 3b,,,,
P268,Fig. 4k,,,,
P268,Fig. 17,,,,
P268,Fig. 9,,,,
P268,Fig. 18,,,,
P268,Fig. 2f,,,,
P268,Fig. 5c,,,,
P268,Fig. 13,,,,
P268,Fig. 2,,,,
P268,Fig. 8,,,,
P268,Fig. 1b,,,,
P268,Fig. 14,,,,
P268,Fig. 1,,,,
P268,Fig. 4g,,,,
P268,Fig. 21,,,,
P268,Fig. 5e,,,,
P268,Fig. 5a,,,,
P268,Fig. 2g,,,,
P268,Fig. 10,,,,
P268,Fig. 11,,,,
P268,Fig. 5f,,,,
P268,Fig. 3c,,,,
P268,Fig. 2e,,,,
P268,Fig. 3a,,,,
P268,Fig. 4b,,,,
P268,Fig. 4e,,,,
P268,Fig. 19,,,,
P268,Fig. 2c,,,,
P268,Fig. 1c,,,,
P268,Fig. 20,,,,
P268,Fig. 4j,,,,
P268,Fig. 4h,,,,
P268,Fig. 12,,,,
P268,Fig. 3f,,,,
P268,Fig. 16,,,,
P268,Fig. 2h,,,,
P268,Fig. 22,,,,
P268,Fig. 3d,,,,
P268,Fig. 6,,,,
P268,Fig. 5b,,,,
P268,Fig. 3,,,,
P268,Fig. 4c,,,,
P268,Fig. 2a,,,,
P268,Fig. 5,,,,
P269,Fig. 2,,,,
P269,Fig. 4,,,,
P269,Fig. 1,,,,
P269,Fig. 7,,,,
P269,Fig. 6,,,,
P269,Fig. 3,,,,
P269,Fig. 23,,,,
P269,Fig. 5,,,,
P270,Fig. 3a,,,,
P270,Fig. 2b,,,,
P270,Fig. 2,,,,
P270,Fig. 4,,,,
P270,Fig. 1b,,,,
P270,Fig. 1,,,,
P270,Fig. 1a,,,,
P270,Fig. 3b,,,,
P270,Fig. 3,,,,
P270,Fig. 2a,,,,
P271,Fig. 2d,,,,
P271,Fig. 2b,,,,
P271,Fig. 4,,,,
P271,Fig. 4a,,,,
P271,Fig. 7b,,,,
P271,Fig. 7,,,,
P271,Fig. 3e,,,,
P271,Fig. 1a,,,,
P271,Fig. 3b,,,,
P271,Fig. 9,,,,
P271,Fig. 2,,,,
P271,Fig. 8,,,,
P271,Fig. 1b,,,,
P271,Fig. 5a,,,,
P271,Fig. 10,,,,
P271,Fig. 11,,,,
P271,Fig. 3c,,,,
P271,Fig. 2e,,,,
P271,Fig. 3a,,,,
P271,Fig. 4b,,,,
P271,Fig. 2c,,,,
P271,Fig. 7a,,,,
P271,Fig. 8a,,,,
P271,Fig. 12,,,,
P271,Fig. 3f,,,,
P271,Fig. 8b,,,,
P271,Fig. 3d,,,,
P271,Fig. 6,,,,
P271,Fig. 8c,,,,
P271,Fig. 3,,,,
P271,Fig. 2a,,,,
P271,Fig. 5,,,,
P272,Fig. 2,,,,
P272,Fig. 4,,,,
P272,Fig. 1,,,,
P272,Fig. 3,,,,
P272,Fig. 1s,,,,
P273,Fig. 6d,,,,
P273,Fig. 4a,,,,
P273,Fig. 4,,,,
P273,Fig. 7b,,,,
P273,Fig. 5d,,,,
P273,Fig. 7,,,,
P273,Fig. 9,,,,
P273,Fig. 9p,,,,
P273,Fig. 2,,,,
P273,Fig. 8,,,,
P273,Fig. 1,,,,
P273,Fig. 4b,,,,
P273,Fig. 7a,,,,
P273,Fig. 8a,,,,
P273,Fig. 8b,,,,
P273,Fig. 6a,,,,
P273,Fig. 6,,,,
P273,Fig. 3,,,,
P273,Fig. 6c,,,,
P273,Fig. 5,,,,
P274,Fig. 2,,,,
P274,Fig. 4,,,,
P274,Fig. 8,,,,
P274,Fig. 1,,,,
P274,Fig. 7,,,,
P274,Fig. 6,,,,
P274,Fig. 3,,,,
P274,Fig. 6i,,,,
P274,Fig. 9,,,,
P274,Fig. 5,,,,
P275,Fig. 4d,,,,
P275,Fig. 6b,,,,
P275,Fig. 2d,,,,
P275,Fig. 2b,,,,
P275,Fig. 4,,,,
P275,Fig. 4a,,,,
P275,Fig. 7,,,,
P275,Fig. 3b,,,,
P275,Fig. 6c,,,,
P275,Fig. 5c,,,,
P275,Fig. 4f,,,,
P275,Fig. 2,,,,
P275,Fig. 8,,,,
P275,Fig. 4g,,,,
P275,Fig. 1,,,,
P275,Fig. 5a,,,,
P275,Fig. 1i,,,,
P275,Fig. 3c,,,,
P275,Fig. 3a,,,,
P275,Fig. 4e,,,,
P275,Fig. 4b,,,,
P275,Fig. 2c,,,,
P275,Fig. 7a,,,,
P275,Fig. 7c,,,,
P275,Fig. 6a,,,,
P275,Fig. 6,,,,
P275,Fig. 5b,,,,
P275,Fig. 3,,,,
P275,Fig. 4c,,,,
P275,Fig. 2a,,,,
P275,Fig. 5,,,,
P276,Fig. 3c,,,,
P276,Fig. 3a,,,,
P276,Fig. 4d,,,,
P276,Fig. 4b,,,,
P276,Fig. 2b,,,,
P276,Fig. 2,,,,
P276,Fig. 4a,,,,
P276,Fig. 4,,,,
P276,Fig. 1,,,,
P276,Fig. 3b,,,,
P276,Fig. 5a,,,,
P276,Fig. 3,,,,
P276,Fig. 92,,,,
P276,Fig. 4c,,,,
P276,Fig. 2a,,,,
P276,Fig. 5,,,,
P277,Fig. 2,,,,
P277,Fig. 4,,,,
P277,Fig. 1,,,,
P277,Fig. 7,,,,
P277,Fig. 6,,,,
P277,Fig. 3,,,,
P277,Fig. 5,,,,
P278,Fig. 6b,,,,
P278,Fig. 4,,,,
P278,Fig. 4a,,,,
P278,Fig. 7b,,,,
P278,Fig. 7,,,,
P278,Fig. 1a,,,,
P278,Fig. 3b,,,,
P278,Fig. 5c,,,,
P278,Fig. 2,,,,
P278,Fig. 1b,,,,
P278,Fig. 1,,,,
P278,Fig. 5a,,,,
P278,Fig. 3a,,,,
P278,Fig. 4b,,,,
P278,Fig. 1c,,,,
P278,Fig. 7a,,,,
P278,Fig. 6a,,,,
P278,Fig. 6,,,,
P278,Fig. 5b,,,,
P278,Fig. 3,,,,
P278,Fig. 4c,,,,
P278,Fig. 6c,,,,
P278,Fig. 5,,,,
P279,Fig. 4d,,,,
P279,Fig. 6b,,,,
P279,Fig. 2d,,,,
P279,Fig. 6d,,,,
P279,Fig. 4a,,,,
P279,Fig. 4,,,,
P279,Fig. 4i,,,,
P279,Fig. 3e,,,,
P279,Fig. 1a,,,,
P279,Fig. 3b,,,,
P279,Fig. 6c,,,,
P279,Fig. 2f,,,,
P279,Fig. 5c,,,,
P279,Fig. 4f,,,,
P279,Fig. 2,,,,
P279,Fig. 1b,,,,
P279,Fig. 4g,,,,
P279,Fig. 1,,,,
P279,Fig. 5a,,,,
P279,Fig. 3a,,,,
P279,Fig. 4b,,,,
P279,Fig. 4e,,,,
P279,Fig. 2c,,,,
P279,Fig. 4h,,,,
P279,Fig. 3f,,,,
P279,Fig. 6a,,,,
P279,Fig. 2h,,,,
P279,Fig. 6e,,,,
P279,Fig. 3d,,,,
P279,Fig. 6,,,,
P279,Fig. 5b,,,,
P279,Fig. 3,,,,
P279,Fig. 4c,,,,
P279,Fig. 2a,,,,
P279,Fig. 5,,,,
P280,Fig. 2d,,,,
P280,Fig. 4b,,,,
P280,Fig. 9a,,,,
P280,Fig. 4,,,,
P280,Fig. 2,,,,
P280,Fig. 4a,,,,
P280,Fig. 8,,,,
P280,Fig. 1,,,,
P280,Fig. 7,,,,
P280,Fig. 11,,,,
P280,Fig. 6,,,,
P280,Fig. 3,,,,
P280,Fig. 9,,,,
P280,Fig. 10,,,,
P280,Fig. 2a,,,,
P280,Fig. 5,,,,
P281,Fig. 6r,,,,
P281,Fig. 2,,,,
P281,Fig. 2s,,,,
P281,Fig. 1c,,,,
P281,Fig. 1b,,,,
P281,Fig. 1,,,,
P281,Fig. 3s,,,,
P281,Fig. 4,,,,
P281,Fig. 1a,,,,
P281,Fig. 6,,,,
P281,Fig. 3,,,,
P281,Fig. 5s,,,,
P281,Fig. 5,,,,
P282,Fig. 3,,,,
P282,Fig. 15,,,,
P282,Fig. 16a,,,,
P282,Fig. 4,,,,
P282,Fig. 13a,,,,
P282,Fig. 17a,,,,
P282,Fig. 7,,,,
P282,Fig. 10b,,,,
P282,Fig. 9,,,,
P282,Fig. 13,,,,
P282,Fig. 2,,,,
P282,Fig. 8,,,,
P282,Fig. 14,,,,
P282,Fig. 1,,,,
P282,Fig. 13b,,,,
P282,Fig. 11c,,,,
P282,Fig. 10,,,,
P282,Fig. 11,,,,
P282,Fig. 9b,,,,
P282,Fig. 8a,,,,
P282,Fig. 12,,,,
P282,Fig. 8b,,,,
P282,Fig. 9c,,,,
P282,Fig. 16,,,,
P282,Fig. 11a,,,,
P282,Fig. 9d,,,,
P282,Fig. 16b,,,,
P282,Fig. 10a,,,,
P282,Fig. 6,,,,
P282,Fig. 9a,,,,
P282,Fig. 15b,,,,
P282,Fig. 5,,,,
P283,Fig. 1,,,,
P284,Fig. 15,,,,
P284,Fig. 2b,,,,
P284,Fig. 4,,,,
P284,Fig. 13a,,,,
P284,Fig. 7,,,,
P284,Fig. 10b,,,,
P284,Fig. 3b,,,,
P284,Fig. 17,,,,
P284,Fig. 9,,,,
P284,Fig. 12b,,,,
P284,Fig. 13,,,,
P284,Fig. 2,,,,
P284,Fig. 8,,,,
P284,Fig. 14,,,,
P284,Fig. 1,,,,
P284,Fig. 13b,,,,
P284,Fig. 14c,,,,
P284,Fig. 10,,,,
P284,Fig. 11,,,,
P284,Fig. 10c,,,,
P284,Fig. 12,,,,
P284,Fig. 14a,,,,
P284,Fig. 16,,,,
P284,Fig. 12a,,,,
P284,Fig. 10a,,,,
P284,Fig. 6,,,,
P284,Fig. 3,,,,
P284,Fig. 2a,,,,
P284,Fig. 5,,,,
P285,Fig. 2d,,,,
P285,Fig. 6d,,,,
P285,Fig. 2,,,,
P285,Fig. 4,,,,
P285,Fig. 1b,,,,
P285,Fig. 8,,,,
P285,Fig. 1,,,,
P285,Fig. 5d,,,,
P285,Fig. 7,,,,
P285,Fig. 1a,,,,
P285,Fig. 6,,,,
P285,Fig. 5a,,,,
P285,Fig. 3,,,,
P285,Fig. 2a,,,,
P285,Fig. 5,,,,
P286,Fig. 15,,,,
P286,Fig. 4d,,,,
P286,Fig. 6b,,,,
P286,Fig. 2b,,,,
P286,Fig. 4,,,,
P286,Fig. 4a,,,,
P286,Fig. 7b,,,,
P286,Fig. 3s,,,,
P286,Fig. 7,,,,
P286,Fig. 3b,,,,
P286,Fig. 9,,,,
P286,Fig. 9e,,,,
P286,Fig. 13,,,,
P286,Fig. 2,,,,
P286,Fig. 8,,,,
P286,Fig. 14,,,,
P286,Fig. 1,,,,
P286,Fig. 14c,,,,
P286,Fig. 11c,,,,
P286,Fig. 10,,,,
P286,Fig. 11,,,,
P286,Fig. 3c,,,,
P286,Fig. 3a,,,,
P286,Fig. 6s,,,,
P286,Fig. 4b,,,,
P286,Fig. 4e,,,,
P286,Fig. 12,,,,
P286,Fig. 3m,,,,
P286,Fig. 3d,,,,
P286,Fig. 6,,,,
P286,Fig. 3,,,,
P286,Fig. 4c,,,,
P286,Fig. 2a,,,,
P286,Fig. 5,,,,
P287,Fig. 3a,,,,
P287,Fig. 4b,,,,
P287,Fig. 6d,,,,
P287,Fig. 2,,,,
P287,Fig. 4,,,,
P287,Fig. 4a,,,,
P287,Fig. 1,,,,
P287,Fig. 5e,,,,
P287,Fig. 6,,,,
P287,Fig. 5a,,,,
P287,Fig. 3,,,,
P287,Fig. 5,,,,
P288,Fig. 5p,,,,
